sample id;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;type
W992;8.2;0.26;0.44;1.3;0.046;7.0;69.0;0.9944;3.14;0.62;10.2;4;white
W993;6.5;0.25;0.27;15.2;0.049;75.0;217.0;0.9972;3.19;0.39;9.9;5;white
W994;7.0;0.24;0.18;1.3;0.046;9.0;62.0;0.994;3.38;0.47;10.1;4;white
W995;8.6;0.18;0.36;1.8;0.04;24.0;187.0;0.9956;3.25;0.55;9.5;6;white
W996;7.8;0.27;0.34;1.6;0.046;27.0;154.0;0.9927;3.05;0.45;10.5;6;white
W997;6.0;0.26;0.34;1.3;0.046;6.0;29.0;0.9924;3.29;0.63;10.4;5;white
W998;6.1;0.24;0.27;9.8;0.062;33.0;152.0;0.9966;3.31;0.47;9.5;6;white
W999;8.0;0.24;0.3;17.45;0.056;43.0;184.0;0.9997;3.05;0.5;9.2;6;white
W1000;7.6;0.21;0.6;2.1;0.046;47.0;165.0;0.9936;3.05;0.54;10.1;7;white
W1001;8.0;0.19;0.36;1.8;0.05;16.0;84.0;0.9936;3.15;0.45;9.8;7;white
W1002;6.4;0.28;0.41;6.8;0.045;61.0;216.0;0.9952;3.09;0.46;9.4;5;white
W1003;6.4;0.28;0.43;7.1;0.045;60.0;221.0;0.9952;3.09;0.45;9.4;6;white
W1004;6.9;0.24;0.39;1.3;0.063;18.0;136.0;0.9928;3.31;0.48;10.4;7;white
W1005;5.8;0.36;0.26;3.3;0.038;40.0;153.0;0.9911;3.34;0.55;11.3;6;white
W1006;6.6;0.18;0.28;3.3;0.044;18.0;91.0;0.993;3.42;0.64;10.8;6;white
W1007;5.8;0.36;0.26;3.3;0.038;40.0;153.0;0.9911;3.34;0.55;11.3;6;white
W1008;5.1;0.52;0.06;2.7;0.052;30.0;79.0;0.9932;3.32;0.43;9.3;5;white
W1009;6.6;0.22;0.37;1.2;0.059;45.0;199.0;0.993;3.37;0.55;10.3;7;white
W1010;8.3;0.15;0.39;1.3;0.055;32.0;146.0;0.993;3.08;0.39;10.5;6;white
W1011;7.6;0.16;0.44;1.4;0.043;25.0;109.0;0.9932;3.11;0.75;10.3;6;white
W1012;7.7;0.16;0.41;1.7;0.048;60.0;173.0;0.9932;3.24;0.66;11.2;7;white
W1013;8.3;0.16;0.48;1.7;0.057;31.0;98.0;0.9943;3.15;0.41;10.3;6;white
W1014;6.2;0.25;0.47;11.6;0.048;62.0;210.0;0.9968;3.19;0.5;9.5;5;white
W1015;6.1;0.16;0.27;12.6;0.064;63.0;162.0;0.9994;3.66;0.43;8.9;5;white
W1016;7.6;0.39;0.22;2.8;0.036;19.0;113.0;0.9926;3.03;0.29;10.2;5;white
W1017;6.8;0.37;0.47;11.2;0.071;44.0;136.0;0.9968;2.98;0.88;9.2;5;white
W1018;7.6;0.16;0.44;1.4;0.043;25.0;109.0;0.9932;3.11;0.75;10.3;6;white
W1019;7.1;0.18;0.42;1.4;0.045;47.0;157.0;0.9916;2.95;0.31;10.5;6;white
W1020;8.3;0.14;0.26;1.5;0.049;56.0;189.0;0.9946;3.21;0.62;9.5;6;white
W1021;8.6;0.2;0.42;1.5;0.041;35.0;125.0;0.9925;3.11;0.49;11.4;7;white
W1022;8.6;0.2;0.42;1.5;0.041;35.0;125.0;0.9925;3.11;0.49;11.4;7;white
W1023;6.8;0.19;0.32;7.05;0.019;54.0;188.0;0.9935;3.25;0.37;11.1;8;white
W1024;7.6;0.19;0.38;10.6;0.06;48.0;174.0;0.9962;3.13;0.38;10.5;6;white
W1025;6.8;0.34;0.74;2.8;0.088;23.0;185.0;0.9928;3.51;0.7;12.0;6;white
W1026;6.2;0.15;0.46;1.6;0.039;38.0;123.0;0.993;3.38;0.51;9.7;6;white
W1027;6.6;0.14;0.44;1.6;0.042;47.0;140.0;0.993;3.32;0.51;10.2;6;white
W1028;8.0;0.55;0.17;8.2;0.04;13.0;60.0;0.9956;3.09;0.3;9.5;4;white
W1029;7.0;0.24;0.35;1.5;0.052;51.0;128.0;0.9941;3.41;0.59;10.4;7;white
W1030;6.3;0.6;0.44;11.0;0.05;50.0;245.0;0.9972;3.19;0.57;9.3;4;white
W1031;7.1;0.2;0.41;2.1;0.054;24.0;166.0;0.9948;3.48;0.62;10.5;6;white
W1032;6.2;0.34;0.29;7.6;0.047;45.0;232.0;0.9955;3.35;0.62;10.0;6;white
W1033;7.1;0.3;0.36;6.8;0.055;44.5;234.0;0.9972;3.49;0.64;10.2;6;white
W1034;7.1;0.3;0.36;6.8;0.055;44.5;234.0;0.9972;3.49;0.64;10.2;6;white
W1035;7.9;0.64;0.46;10.6;0.244;33.0;227.0;0.9983;2.87;0.74;9.1;3;white
W1036;8.8;0.17;0.38;1.8;0.04;39.0;148.0;0.9942;3.16;0.67;10.2;6;white
W1037;7.5;0.17;0.37;1.5;0.06;18.0;75.0;0.9936;3.54;0.88;10.7;5;white
W1038;7.1;0.47;0.24;6.0;0.044;11.0;77.0;0.9956;3.21;0.56;9.7;5;white
W1039;7.1;0.15;0.34;5.3;0.034;33.0;104.0;0.9953;3.37;0.52;9.3;7;white
W1040;7.5;0.17;0.34;1.4;0.035;13.0;102.0;0.9918;3.05;0.74;11.0;5;white
W1041;8.2;0.68;0.3;2.1;0.047;17.0;138.0;0.995;3.22;0.71;10.8;4;white
W1042;7.7;0.275;0.3;1.0;0.039;19.0;75.0;0.992;3.01;0.56;10.7;5;white
W1043;7.3;0.49;0.32;5.2;0.043;18.0;104.0;0.9952;3.24;0.45;10.7;4;white
W1044;7.5;0.33;0.48;19.45;0.048;55.0;243.0;1.001;2.95;0.4;8.8;5;white
W1045;7.2;0.21;0.37;1.6;0.049;23.0;94.0;0.9924;3.16;0.48;10.9;7;white
W1046;7.3;0.15;0.4;2.0;0.05;24.0;92.0;0.9932;3.14;0.45;10.5;5;white
W1047;6.5;0.19;0.1;1.3;0.046;23.0;107.0;0.9937;3.29;0.45;10.0;5;white
W1048;7.0;0.31;0.52;1.7;0.029;5.0;61.0;0.9918;3.07;0.43;10.4;5;white
W1049;8.3;0.4;0.38;1.1;0.038;15.0;75.0;0.9934;3.03;0.43;9.2;5;white
W1050;6.1;0.37;0.36;4.7;0.035;36.0;116.0;0.991;3.31;0.62;12.6;6;white
W1051;7.3;0.24;0.34;7.5;0.048;29.0;152.0;0.9962;3.1;0.54;9.0;5;white
W1052;6.9;0.21;0.81;1.1;0.137;52.0;123.0;0.9932;3.03;0.39;9.2;6;white
W1053;7.6;0.29;0.42;1.3;0.035;18.0;86.0;0.9908;2.99;0.39;11.3;5;white
W1054;9.4;0.29;0.55;2.2;0.05;17.0;119.0;0.9962;3.12;0.69;10.3;4;white
W1055;7.0;0.31;0.52;1.7;0.029;5.0;61.0;0.9918;3.07;0.43;10.4;5;white
W1056;8.6;0.26;0.41;2.2;0.049;29.0;111.0;0.9941;2.96;0.44;10.0;5;white
W1057;7.5;0.21;0.34;1.2;0.06;26.0;111.0;0.9931;3.51;0.47;10.7;6;white
W1058;7.2;0.51;0.24;10.0;0.093;35.0;197.0;0.9981;3.41;0.47;9.0;5;white
W1059;7.5;0.21;0.34;1.2;0.06;26.0;111.0;0.9931;3.51;0.47;10.7;6;white
W1060;5.3;0.3;0.2;1.1;0.077;48.0;166.0;0.9944;3.3;0.54;8.7;4;white
W1061;8.0;0.26;0.36;2.0;0.054;30.0;121.0;0.992;3.09;0.72;11.6;7;white
W1062;7.0;0.21;0.28;7.5;0.07;45.0;185.0;0.9966;3.34;0.55;9.4;5;white
W1063;6.7;0.26;0.26;4.0;0.079;35.5;216.0;0.9956;3.31;0.68;9.5;5;white
W1064;6.7;0.26;0.26;4.1;0.073;36.0;202.0;0.9956;3.3;0.67;9.5;5;white
W1065;8.1;0.26;0.37;1.9;0.072;48.0;159.0;0.9949;3.37;0.7;10.9;6;white
W1066;8.3;0.22;0.38;14.8;0.054;32.0;126.0;1.0002;3.22;0.5;9.7;5;white
W1067;6.4;0.3;0.51;5.5;0.048;62.0;172.0;0.9942;3.08;0.45;9.1;6;white
W1068;7.5;0.19;0.34;2.6;0.037;33.0;125.0;0.9923;3.1;0.49;11.1;7;white
W1069;8.8;0.33;0.44;6.35;0.024;9.0;87.0;0.9917;2.96;0.4;12.6;7;white
W1070;6.9;0.2;0.36;1.5;0.031;38.0;147.0;0.9931;3.35;0.56;11.0;6;white
W1071;8.0;0.37;0.32;1.6;0.04;32.0;166.0;0.992;3.0;0.55;11.3;7;white
W1072;8.3;0.22;0.38;14.8;0.054;32.0;126.0;1.0002;3.22;0.5;9.7;5;white
W1073;8.2;0.29;0.33;9.1;0.036;28.0;118.0;0.9953;2.96;0.4;10.9;7;white
W1074;7.7;0.34;0.3;8.0;0.048;25.0;192.0;0.9951;2.97;0.47;10.9;5;white
W1075;6.2;0.55;0.45;12.0;0.049;27.0;186.0;0.9974;3.17;0.5;9.3;6;white
W1076;6.4;0.4;0.19;3.2;0.033;28.0;124.0;0.9904;3.22;0.54;12.7;7;white
W1077;7.5;0.28;0.33;7.7;0.048;42.0;180.0;0.9974;3.37;0.59;10.1;6;white
W1078;7.8;0.26;0.44;1.3;0.037;43.0;132.0;0.9944;3.18;0.65;10.0;5;white
W1079;6.5;0.26;0.34;16.3;0.051;56.0;197.0;1.0004;3.49;0.42;9.8;5;white
W1080;6.3;0.34;0.29;6.2;0.046;29.0;227.0;0.9952;3.29;0.53;10.1;6;white
W1081;6.8;0.15;0.33;4.7;0.059;31.0;118.0;0.9956;3.43;0.39;9.0;7;white
W1082;6.3;0.27;0.25;5.8;0.038;52.0;155.0;0.995;3.28;0.38;9.4;6;white
W1083;6.3;0.27;0.25;5.8;0.038;52.0;155.0;0.995;3.28;0.38;9.4;6;white
W1084;7.4;0.2;0.37;16.95;0.048;43.0;190.0;0.9995;3.03;0.42;9.2;6;white
W1085;6.3;0.23;0.21;5.1;0.035;29.0;142.0;0.9942;3.36;0.33;10.1;7;white
W1086;7.3;0.31;0.69;10.2;0.041;58.0;160.0;0.9977;3.06;0.45;8.6;5;white
W1087;5.2;0.24;0.45;3.8;0.027;21.0;128.0;0.992;3.55;0.49;11.2;8;white
W1088;7.0;0.24;0.32;1.3;0.037;39.0;123.0;0.992;3.17;0.42;11.2;8;white
W1089;7.4;0.2;0.37;16.95;0.048;43.0;190.0;0.9995;3.03;0.42;9.2;6;white
W1090;7.0;0.17;0.33;4.0;0.034;17.0;127.0;0.9934;3.19;0.39;10.6;7;white
W1091;8.3;0.21;0.58;17.1;0.049;62.0;213.0;1.0006;3.01;0.51;9.3;6;white
W1092;7.2;0.21;0.35;14.5;0.048;35.0;178.0;0.9982;3.05;0.47;8.9;6;white
W1093;7.1;0.21;0.4;1.2;0.069;24.0;156.0;0.9928;3.42;0.43;10.6;6;white
W1094;8.4;0.17;0.31;6.7;0.038;29.0;132.0;0.9945;3.1;0.32;10.6;7;white
W1095;7.4;0.24;0.31;8.4;0.045;52.0;183.0;0.9963;3.09;0.32;8.8;5;white
W1096;5.3;0.24;0.33;1.3;0.033;25.0;97.0;0.9906;3.59;0.38;11.0;8;white
W1097;6.5;0.28;0.26;8.8;0.04;44.0;139.0;0.9956;3.32;0.37;10.2;6;white
W1098;6.3;0.23;0.21;5.1;0.035;29.0;142.0;0.9942;3.36;0.33;10.1;7;white
W1099;6.5;0.29;0.25;10.6;0.039;32.0;120.0;0.9962;3.31;0.34;10.1;6;white
W1100;5.8;0.29;0.21;2.6;0.025;12.0;120.0;0.9894;3.39;0.79;14.0;7;white
W1101;6.3;0.27;0.25;5.8;0.038;52.0;155.0;0.995;3.28;0.38;9.4;6;white
W1102;6.3;0.17;0.42;2.8;0.028;45.0;107.0;0.9908;3.27;0.43;11.8;6;white
W1103;6.3;0.16;0.4;1.6;0.033;59.0;148.0;0.9914;3.44;0.53;11.4;5;white
W1104;7.9;0.29;0.39;6.7;0.036;6.0;117.0;0.9938;3.12;0.42;10.7;5;white
W1105;7.3;0.31;0.69;10.2;0.041;58.0;160.0;0.9977;3.06;0.45;8.6;5;white
W1106;5.5;0.32;0.45;4.9;0.028;25.0;191.0;0.9922;3.51;0.49;11.5;7;white
W1107;5.2;0.24;0.45;3.8;0.027;21.0;128.0;0.992;3.55;0.49;11.2;8;white
W1108;7.2;0.37;0.15;2.0;0.029;27.0;87.0;0.9903;3.3;0.59;12.6;7;white
W1109;6.1;0.29;0.27;1.7;0.024;13.0;76.0;0.9893;3.21;0.51;12.6;7;white
W1110;9.2;0.22;0.4;2.4;0.054;18.0;151.0;0.9952;3.04;0.46;9.3;4;white
W1111;7.2;0.37;0.15;2.0;0.029;27.0;87.0;0.9903;3.3;0.59;12.6;7;white
W1112;8.0;0.18;0.37;1.3;0.04;15.0;96.0;0.9912;3.06;0.61;12.1;6;white
W1113;6.5;0.22;0.34;12.0;0.053;55.0;177.0;0.9983;3.52;0.44;9.9;6;white
W1114;7.4;0.18;0.4;1.6;0.047;22.0;102.0;0.9937;3.28;0.44;10.7;5;white
W1115;6.5;0.52;0.17;1.4;0.047;5.0;26.0;0.9932;3.26;0.32;10.0;4;white
W1116;7.0;0.15;0.38;2.2;0.047;33.0;96.0;0.9928;3.13;0.39;10.4;8;white
W1117;5.9;0.415;0.13;1.4;0.04;11.0;64.0;0.9922;3.29;0.52;10.5;5;white
W1118;8.1;0.45;0.34;8.3;0.037;33.0;216.0;0.9976;3.31;0.64;9.7;5;white
W1119;5.8;0.415;0.13;1.4;0.04;11.0;64.0;0.9922;3.29;0.52;10.5;5;white
W1120;6.4;0.5;0.16;12.9;0.042;26.0;138.0;0.9974;3.28;0.33;9.0;5;white
W1121;6.7;0.105;0.32;12.4;0.051;34.0;106.0;0.998;3.54;0.45;9.2;6;white
W1122;6.0;0.4;0.3;1.6;0.047;30.0;117.0;0.9931;3.17;0.48;10.1;6;white
W1123;6.6;0.25;0.39;1.45;0.04;40.0;89.0;0.9911;3.35;0.4;11.4;7;white
W1124;9.8;0.36;0.45;1.6;0.042;11.0;124.0;0.9944;2.93;0.46;10.8;5;white
W1125;9.6;0.23;0.4;1.5;0.044;19.0;135.0;0.9937;2.96;0.49;10.9;5;white
W1126;6.3;0.55;0.45;13.0;0.047;33.0;182.0;0.9974;3.2;0.46;9.2;6;white
W1127;6.5;0.115;0.29;1.95;0.038;73.0;166.0;0.989;3.12;0.25;12.9;7;white
W1128;6.4;0.125;0.29;5.85;0.042;24.0;99.0;0.992;3.23;0.32;12.0;7;white
W1129;5.7;0.1;0.27;1.3;0.047;21.0;100.0;0.9928;3.27;0.46;9.5;5;white
W1130;7.9;0.25;0.29;5.3;0.031;33.0;117.0;0.9918;3.06;0.32;11.8;7;white
W1131;6.9;0.2;0.28;1.2;0.048;36.0;159.0;0.9936;3.19;0.43;9.1;6;white
W1132;6.9;0.23;0.34;4.0;0.047;24.0;128.0;0.9944;3.2;0.52;9.7;6;white
W1133;6.8;0.39;0.31;14.35;0.043;28.0;162.0;0.9988;3.17;0.54;9.1;5;white
W1134;8.7;0.22;0.42;2.3;0.053;27.0;114.0;0.994;2.99;0.43;10.0;5;white
W1135;7.4;0.41;0.34;4.7;0.042;19.0;127.0;0.9953;3.25;0.42;10.4;5;white
W1136;6.7;0.25;0.34;12.85;0.048;30.0;161.0;0.9986;3.44;0.47;9.5;6;white
W1137;6.0;0.26;0.42;5.2;0.027;70.0;178.0;0.9914;3.4;0.4;12.3;8;white
W1138;6.1;0.31;0.37;8.4;0.031;70.0;170.0;0.9934;3.42;0.4;11.7;8;white
W1139;9.2;0.28;0.46;3.2;0.058;39.0;133.0;0.996;3.14;0.58;9.5;5;white
W1140;9.0;0.31;0.49;6.9;0.034;26.0;91.0;0.9937;2.99;0.34;11.5;5;white
W1141;8.5;0.16;0.33;1.0;0.076;17.0;57.0;0.9921;3.14;0.46;10.6;6;white
W1142;9.3;0.34;0.49;7.3;0.052;30.0;146.0;0.998;3.17;0.61;10.2;5;white
W1143;9.2;0.28;0.46;3.2;0.058;39.0;133.0;0.996;3.14;0.58;9.5;5;white
W1144;7.2;0.24;0.3;1.6;0.048;27.0;131.0;0.9933;3.25;0.45;10.5;5;white
W1145;7.2;0.25;0.32;1.5;0.047;27.0;132.0;0.9933;3.26;0.44;10.5;5;white
W1146;6.8;0.32;0.18;7.5;0.041;71.0;223.0;0.9959;3.14;0.41;8.9;5;white
W1147;9.1;0.27;0.32;1.1;0.031;15.0;151.0;0.9936;3.03;0.41;10.6;5;white
W1148;8.9;0.34;0.32;1.3;0.041;12.0;188.0;0.9953;3.17;0.49;9.5;5;white
W1149;7.0;0.17;0.37;5.7;0.025;29.0;111.0;0.9938;3.2;0.49;10.8;6;white
W1150;6.7;0.25;0.23;7.2;0.038;61.0;220.0;0.9952;3.14;0.35;9.5;5;white
W1151;6.9;0.32;0.17;7.6;0.042;69.0;219.0;0.9959;3.13;0.4;8.9;5;white
W1152;6.8;0.32;0.18;7.5;0.041;71.0;223.0;0.9959;3.14;0.41;8.9;5;white
W1153;6.1;0.6;0.0;1.3;0.042;24.0;79.0;0.9937;3.31;0.38;9.4;4;white
W1154;5.3;0.395;0.07;1.3;0.035;26.0;102.0;0.992;3.5;0.35;10.6;6;white
W1155;7.9;0.16;0.3;4.8;0.037;37.0;171.0;0.9967;3.47;0.44;9.0;4;white
W1156;7.6;0.33;0.36;2.1;0.034;26.0;172.0;0.9944;3.42;0.48;10.5;4;white
W1157;7.8;0.3;0.29;16.85;0.054;23.0;135.0;0.9998;3.16;0.38;9.0;6;white
W1158;7.8;0.3;0.29;16.85;0.054;23.0;135.0;0.9998;3.16;0.38;9.0;6;white
W1159;5.7;0.26;0.27;4.1;0.201;73.5;189.5;0.9942;3.27;0.38;9.4;6;white
W1160;7.8;0.3;0.29;16.85;0.054;23.0;135.0;0.9998;3.16;0.38;9.0;6;white
W1161;7.5;0.14;0.34;1.3;0.055;50.0;153.0;0.9945;3.29;0.8;9.6;6;white
W1162;7.8;0.3;0.29;16.85;0.054;23.0;135.0;0.9998;3.16;0.38;9.0;6;white
W1163;6.6;0.25;0.41;7.4;0.043;29.0;151.0;0.9946;3.15;0.6;10.2;7;white
W1164;5.7;0.26;0.27;4.1;0.201;73.5;189.5;0.9942;3.27;0.38;9.4;6;white
W1165;8.2;0.23;0.49;0.9;0.057;15.0;73.0;0.9928;3.07;0.38;10.4;6;white
W1166;6.0;0.24;0.32;6.3;0.03;34.0;129.0;0.9946;3.52;0.41;10.4;5;white
W1167;6.1;0.45;0.27;0.8;0.039;13.0;82.0;0.9927;3.23;0.32;9.5;5;white
W1168;7.4;0.23;0.43;1.4;0.044;22.0;113.0;0.9938;3.22;0.62;10.6;6;white
W1169;7.2;0.2;0.38;1.0;0.037;21.0;74.0;0.9918;3.21;0.37;11.0;5;white
W1170;7.5;0.14;0.34;1.3;0.055;50.0;153.0;0.9945;3.29;0.8;9.6;6;white
W1171;7.7;0.25;0.43;4.5;0.062;20.0;115.0;0.9966;3.38;0.5;9.9;6;white
W1172;8.2;0.61;0.45;5.4;0.03;15.0;118.0;0.9954;3.14;0.34;9.6;5;white
W1173;7.6;0.21;0.44;1.9;0.036;10.0;119.0;0.9913;3.01;0.7;12.8;6;white
W1174;7.4;0.22;0.33;2.0;0.045;31.0;101.0;0.9931;3.42;0.55;11.4;5;white
W1175;7.2;0.26;0.26;12.7;0.036;49.0;214.0;0.9986;3.41;0.5;10.0;6;white
W1176;6.4;0.25;0.41;8.6;0.042;57.0;173.0;0.9965;3.0;0.44;9.1;5;white
W1177;6.3;0.32;0.35;11.1;0.039;29.0;198.0;0.9984;3.36;0.5;9.4;7;white
W1178;6.8;0.25;0.29;2.0;0.042;19.0;189.0;0.9952;3.46;0.54;10.2;6;white
W1179;9.8;0.44;0.4;2.8;0.036;35.0;167.0;0.9956;2.97;0.39;9.2;5;white
W1180;7.2;0.2;0.25;4.5;0.044;31.0;109.0;0.9949;3.23;0.36;9.4;5;white
W1181;8.2;0.61;0.45;5.4;0.03;15.0;118.0;0.9954;3.14;0.34;9.6;5;white
W1182;7.5;0.42;0.45;9.1;0.029;20.0;125.0;0.996;3.12;0.36;10.1;6;white
W1183;7.4;0.22;0.33;2.0;0.045;31.0;101.0;0.9931;3.42;0.55;11.4;5;white
W1184;6.4;0.26;0.3;2.2;0.025;33.0;134.0;0.992;3.21;0.47;10.6;6;white
W1185;7.9;0.46;0.32;4.1;0.033;40.0;138.0;0.9912;3.18;0.44;12.8;7;white
W1186;6.5;0.41;0.64;11.8;0.065;65.0;225.0;0.9978;3.12;0.51;8.9;5;white
W1187;7.5;0.32;0.37;1.2;0.048;22.0;184.0;0.9938;3.09;0.43;9.3;5;white
W1188;6.6;0.21;0.38;2.2;0.026;40.0;104.0;0.9914;3.25;0.4;11.1;8;white
W1189;7.1;0.21;0.3;1.4;0.037;45.0;143.0;0.9932;3.13;0.33;9.9;6;white
W1190;7.6;0.26;0.47;1.6;0.068;5.0;55.0;0.9944;3.1;0.45;9.6;5;white
W1191;7.6;0.21;0.44;1.9;0.036;10.0;119.0;0.9913;3.01;0.7;12.8;6;white
W1192;6.9;0.25;0.26;5.2;0.024;36.0;135.0;0.9948;3.16;0.72;10.7;7;white
W1193;7.1;0.26;0.32;14.45;0.074;29.0;107.0;0.998;2.96;0.42;9.2;6;white
W1194;7.3;0.22;0.4;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;9.1;7;white
W1195;6.2;0.37;0.22;8.3;0.025;36.0;216.0;0.9964;3.33;0.6;9.6;6;white
W1196;7.9;0.22;0.45;14.2;0.038;53.0;141.0;0.9992;3.03;0.46;9.2;6;white
W1197;6.9;0.25;0.26;5.2;0.024;36.0;135.0;0.9948;3.16;0.72;10.7;7;white
W1198;7.3;0.22;0.4;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;9.1;7;white
W1199;7.1;0.26;0.32;14.45;0.074;29.0;107.0;0.998;2.96;0.42;9.2;6;white
W1200;7.4;0.25;0.37;6.9;0.02;14.0;93.0;0.9939;3.0;0.48;10.7;7;white
W1201;6.8;0.18;0.37;1.5;0.027;37.0;93.0;0.992;3.3;0.45;10.8;6;white
W1202;7.0;0.17;0.37;1.5;0.028;26.0;75.0;0.9922;3.3;0.46;10.8;7;white
W1203;6.4;0.3;0.38;7.8;0.046;35.0;192.0;0.9955;3.1;0.37;9.0;5;white
W1204;5.0;0.33;0.16;1.5;0.049;10.0;97.0;0.9917;3.48;0.44;10.7;6;white
W1205;5.0;0.33;0.16;1.5;0.049;10.0;97.0;0.9917;3.48;0.44;10.7;6;white
W1206;8.9;0.33;0.32;1.5;0.047;11.0;200.0;0.9954;3.19;0.46;9.4;5;white
W1207;7.0;0.26;0.46;15.55;0.037;61.0;171.0;0.9986;2.94;0.35;8.8;6;white
W1208;6.4;0.3;0.38;7.8;0.046;35.0;192.0;0.9955;3.1;0.37;9.0;5;white
W1209;6.3;0.21;0.4;1.7;0.031;48.0;134.0;0.9917;3.42;0.49;11.5;6;white
W1210;8.0;0.23;0.46;1.5;0.03;30.0;125.0;0.9907;3.23;0.47;12.5;6;white
W1211;9.2;0.28;0.41;1.0;0.042;14.0;59.0;0.9922;2.96;0.25;10.5;6;white
W1212;7.3;0.27;0.39;6.7;0.064;28.0;188.0;0.9958;3.29;0.3;9.7;5;white
W1213;7.6;0.32;0.36;1.6;0.04;32.0;155.0;0.993;3.23;0.52;11.3;6;white
W1214;5.0;0.33;0.16;1.5;0.049;10.0;97.0;0.9917;3.48;0.44;10.7;6;white
W1215;9.7;0.24;0.45;1.2;0.033;11.0;59.0;0.9926;2.74;0.47;10.8;6;white
W1216;8.0;0.28;0.42;7.1;0.045;41.0;169.0;0.9959;3.17;0.43;10.6;5;white
W1217;8.2;0.37;0.36;1.0;0.034;17.0;93.0;0.9906;3.04;0.32;11.7;8;white
W1218;8.0;0.61;0.38;12.1;0.301;24.0;220.0;0.9993;2.94;0.48;9.2;5;white
W1219;7.2;0.26;0.44;7.1;0.027;25.0;126.0;0.993;3.02;0.34;11.1;8;white
W1220;8.2;0.37;0.36;1.0;0.034;17.0;93.0;0.9906;3.04;0.32;11.7;8;white
W1221;6.4;0.23;0.33;1.15;0.044;15.5;217.5;0.992;3.33;0.44;11.0;6;white
W1222;5.9;0.4;0.32;6.0;0.034;50.0;127.0;0.992;3.51;0.58;12.5;7;white
W1223;7.6;0.28;0.39;1.2;0.038;21.0;115.0;0.994;3.16;0.67;10.0;6;white
W1224;8.0;0.28;0.42;7.1;0.045;41.0;169.0;0.9959;3.17;0.43;10.6;5;white
W1225;7.2;0.23;0.39;2.3;0.033;29.0;102.0;0.9908;3.26;0.54;12.3;7;white
W1226;6.8;0.32;0.37;3.4;0.023;19.0;87.0;0.9902;3.14;0.53;12.7;6;white
W1227;7.2;0.23;0.39;2.3;0.033;29.0;102.0;0.9908;3.26;0.54;12.3;7;white
W1228;6.9;0.18;0.38;6.5;0.039;20.0;110.0;0.9943;3.1;0.42;10.5;5;white
W1229;9.4;0.26;0.53;1.2;0.047;25.0;109.0;0.9921;3.23;0.28;12.5;6;white
W1230;8.3;0.33;0.42;1.15;0.033;18.0;96.0;0.9911;3.2;0.32;12.4;3;white
W1231;7.3;0.29;0.3;13.0;0.043;46.0;238.0;0.9986;3.06;0.41;8.7;6;white
W1232;7.9;0.41;0.37;4.5;0.03;40.0;114.0;0.992;3.17;0.54;12.4;7;white
W1233;7.9;0.44;0.37;5.85;0.033;27.0;93.0;0.992;3.16;0.54;12.6;7;white
W1234;7.7;0.39;0.3;5.2;0.037;29.0;131.0;0.9943;3.38;0.44;11.0;6;white
W1235;7.7;0.26;0.31;1.3;0.043;47.0;155.0;0.9937;3.42;0.5;10.1;6;white
W1236;7.8;0.32;0.31;1.7;0.036;46.0;195.0;0.993;3.03;0.48;10.5;5;white
W1237;6.8;0.32;0.37;3.4;0.023;19.0;87.0;0.9902;3.14;0.53;12.7;6;white
W1238;7.3;0.24;0.39;3.6;0.024;35.0;116.0;0.9928;3.17;0.51;10.9;5;white
W1239;7.1;0.44;0.37;2.7;0.041;35.0;128.0;0.9896;3.07;0.43;13.5;7;white
W1240;10.3;0.25;0.48;2.2;0.042;28.0;164.0;0.998;3.19;0.59;9.7;5;white
W1241;7.9;0.14;0.28;1.8;0.041;44.0;178.0;0.9954;3.45;0.43;9.2;6;white
W1242;7.4;0.18;0.42;2.1;0.036;33.0;187.0;0.9938;3.4;0.41;10.6;7;white
W1243;8.1;0.43;0.42;6.6;0.033;36.0;141.0;0.9918;2.98;0.39;13.3;7;white
W1244;7.1;0.44;0.37;2.7;0.041;35.0;128.0;0.9896;3.07;0.43;13.5;7;white
W1245;6.4;0.26;0.22;5.1;0.037;23.0;131.0;0.9944;3.29;0.32;10.1;5;white
W1246;8.0;0.66;0.72;17.55;0.042;62.0;233.0;0.9999;2.92;0.68;9.4;4;white
W1247;8.0;0.2;0.4;5.2;0.055;41.0;167.0;0.9953;3.18;0.4;10.6;7;white
W1248;7.2;0.21;0.34;1.1;0.046;25.0;80.0;0.992;3.25;0.4;11.3;6;white
W1249;7.2;0.18;0.31;1.1;0.045;20.0;73.0;0.9925;3.32;0.4;10.8;7;white
W1250;8.4;0.57;0.44;10.7;0.051;46.0;195.0;0.9981;3.15;0.51;10.4;5;white
W1251;5.3;0.26;0.23;5.15;0.034;48.0;160.0;0.9952;3.82;0.51;10.5;7;white
W1252;5.7;0.245;0.33;1.1;0.049;28.0;150.0;0.9927;3.13;0.42;9.3;5;white
W1253;5.6;0.245;0.32;1.1;0.047;24.0;152.0;0.9927;3.12;0.42;9.3;6;white
W1254;7.3;0.25;0.41;1.8;0.037;52.0;165.0;0.9911;3.29;0.39;12.2;7;white
